id,prob
E370,0.47251478
E667,0.83130604
E3190,0.82055986
E848,0.813118
E2161,0.7892641
E1391,0.78102225
E1084,0.81597775
E1801,0.7460737
E2730,0.8119956
E828,0.40601125
E1795,0.48657796
E1880,0.83846205
E1948,0.566495
E1545,0.7359277
E2904,0.65340304
E2835,0.67696476
E2349,0.3435659
E2046,0.7513811
E1229,0.47393116
E2845,0.48593542
E2125,0.82970625
E3127,0.91603214
E1721,0.9037252
E1253,0.49365422
E3050,0.36482257
E212,0.5270968
E3193,0.93743867
E1195,0.46969825
E699,0.9605489
E2930,0.7615355
E963,0.4448086
E2848,0.9457232
E2261,0.7289345
E2091,0.9157778
E3113,0.9921571
E2717,0.46536937
E1775,0.70090073
E1922,0.86762017
E2239,0.70431715
E1074,0.36013943
E552,0.96231204
E1657,0.76773494
E943,0.711948
E1139,0.4669565
E2663,0.52151453
E2992,0.35461748
E3111,0.5477852
E1885,0.533217
E2428,0.95384294
E1627,0.6720312
E2575,0.6658306
E824,0.62959623
E660,0.5822782
E1706,0.63059884
E863,0.89969975
E1289,0.38955435
E389,0.98576653
E802,0.4690568
E520,0.44226843
E1829,0.9952957
E2307,0.9120472
E566,0.62148637
E451,0.4416591
E353,0.17720889
E201,0.7654957
E1736,0.8655298
E2320,0.6680128
E207,0.73299915
E1971,0.52455187
E312,0.54417104
E1968,0.38804838
E1170,0.76140475
E625,0.7656471
E3170,0.41014224
E3087,0.8878264
E2913,0.441546
E2006,0.98668927
E133,0.93233854
E646,0.8842565
E17,0.9639212
E1474,0.78423697
E1846,0.33869052
E1689,0.82747287
E1990,0.94637936
E374,0.8709225
E1027,0.7175861
E1428,0.93982697
E488,0.5243613
E1056,0.8603434
E1303,0.9171793
E1740,0.93796724
E2264,0.69167125
E1758,0.55846804
E8,0.48438498
E2298,0.38355273
E1731,0.42573598
E1475,0.98937523
E2510,0.4874783
E1857,0.52529615
E834,0.46987996
E1380,0.9277253
E1588,0.8417342
E2759,0.79665613
E214,0.7815921
E2591,0.777996
E2771,0.6939972
E493,0.73592645
E1977,0.9514637
E2355,0.7915595
E2498,0.99075997
E2107,0.46104774
E2043,0.58099526
E2560,0.7407429
E1176,0.9658337
E1456,0.91168064
E228,0.6194914
E622,0.9255869
E393,0.40118775
E731,0.9033775
E1336,0.6523683
E2187,0.40754873
E177,0.6197296
E1541,0.59484404
E562,0.7097266
E1720,0.5505597
E2060,0.43025774
E225,0.5429773
E2114,0.9864313
E1310,0.40239394
E2785,0.8113789
E3152,0.8925317
E1983,0.47046587
E445,0.83086973
E850,0.6520085
E2740,0.74397725
E1159,0.8254897
E1505,0.68600786
E50,0.75741655
E1078,0.38854623
E2549,0.70400286
E1187,0.4641669
E1844,0.3357651
E558,0.686371
E2741,0.9940176
E1334,0.30401137
E3206,0.3140066
E1262,0.77075285
E3178,0.675191
E2728,0.75122136
E2870,0.45306543
E2970,0.9341239
E3022,0.99308914
E2503,0.71964765
E1228,0.45019922
E3169,0.3613167
E2799,0.6158353
E1114,0.6854585
E273,0.79689425
E688,0.46163827
E707,0.841681
E3039,0.5715138
E292,0.96231204
E975,0.5132125
E1476,0.38449132
E2247,0.67662704
E691,0.8424987
E920,0.61351943
E1681,0.42514396
E475,0.44609693
E2699,0.32333913
E1201,0.8329777
E2002,0.53727406
E2104,0.92630565
E197,0.41946143
E309,0.62390256
E1108,0.7168174
E141,0.502327
E1277,0.5863142
E3100,0.6542185
E991,0.910151
E1723,0.42519045
E1218,0.815685
E1478,0.8570686
E637,0.47023782
E700,0.8606297
E592,0.79269683
E587,0.92852813
E410,0.685307
E3029,0.9536423
E2332,0.7984131
E2257,0.40190324
E2857,0.86597914
E232,0.39559308
E681,0.39454043
E1477,0.5738339
E238,0.5620658
E2273,0.838319
E813,0.37858146
E2016,0.98791856
E1976,0.53948003
E2340,0.9370664
E1651,0.9780212
E3005,0.3922564
E2626,0.42493883
E1953,0.96065557
E1563,0.9774284
E2477,0.35706756
E453,0.8876693
E2342,0.46998337
E1814,0.7358065
E794,0.85052377
E2221,0.54204416
E742,0.96231216
E2842,0.73421985
E2673,0.6679598
E1848,0.69110805
E754,0.46887082
E2605,0.87586707
E821,0.46111065
E1126,0.41463017
E1388,0.32163423
E2773,0.53924495
E989,0.65741116
E1992,0.8708716
E506,0.6639843
E705,0.58076185
E3066,0.49956092
E538,0.5591281
E844,0.8878264
E2099,0.4231055
E1172,0.70374125
E967,0.39428303
E1692,0.9516655
E1660,0.34623122
E345,0.94190145
E2150,0.67700917
E1154,0.4581126
E2007,0.72184175
E481,0.9366393
E2454,0.7388108
E3023,0.8849027
E424,0.86048573
E199,0.3590649
E2678,0.37354967
E2497,0.4692013
E2181,0.8339521
E607,0.71067184
E683,0.9641106
E19,0.5509753
E2803,0.42065865
E636,0.8778943
E2877,0.82903147
E642,0.43921387
E1508,0.98638654
E2064,0.4813245
E1402,0.76092404
E2198,0.49554273
E680,0.62752223
E2655,0.68425655
E830,0.48169446
E1132,0.8539034
E1570,0.66388
E1998,0.4690883
E1598,0.5916982
E2343,0.7851883
E1788,0.44662276
E964,0.53350556
E1239,0.5833983
E716,0.7133412
E215,0.51839846
E1177,0.76910716
E946,0.58071846
E953,0.7457993
E175,0.38533998
E808,0.3945734
E548,0.92005956
E618,0.4028625
E366,0.3801703
E1504,0.8076865
E1151,0.33161837
E2387,0.4906786
E855,0.3671909
E1220,0.71282905
E263,0.8153581
E1989,0.89552623
E2158,0.37583566
E418,0.7415672
E1715,0.41896126
E2606,0.36882362
E1891,0.8406051
E1665,0.96231204
E1843,0.77639025
E658,0.8403367
E2837,0.38234898
E876,0.503215
E2688,0.44030517
E511,0.47629085
E391,0.4729101
E1746,0.99736375
E843,0.96231204
E1029,0.85529023
E234,0.9357396
E1841,0.4887438
E20,0.64202064
E2416,0.6519294
E783,0.50690895
E2991,0.98288465
E2433,0.6993811
E319,0.5465797
E1578,0.5153169
E1137,0.5077818
E3080,0.9613633
E1312,0.69754666
E355,0.58663946
E1269,0.5088984
E1206,0.9779465
E1680,0.94217014
E3047,0.35870156
E1516,0.8868102
E1146,0.42364162
E3174,0.85669094
E1614,0.34040517
E1677,0.85362023
E2225,0.35570756
E460,0.54072934
E1136,0.6264308
E907,0.76670635
E3133,0.7653915
E1207,0.8103795
E3162,0.4657416
E2665,0.9203853
E2496,0.66186583
E1347,0.45984912
E744,0.71563065
E2558,0.51914006
E569,0.49104366
E924,0.4859531
E1777,0.9168985
E1437,0.8814458
E1270,0.34155858
E2620,0.6025602
E2958,0.82191706
E2282,0.45400697
E1916,0.5339772
E3003,0.8356236
E2404,0.9513482
E921,0.70714545
E2736,0.8814762
E2723,0.7870593
E2076,0.9984452
E2338,0.51263803
E2824,0.35825345
E980,0.78759795
E2260,0.78690255
E1571,0.8681465
E2788,0.8121467
E779,0.6857493
E628,0.45653254
E2641,0.9408675
E1272,0.8169702
E2314,0.5501693
E1787,0.46378094
E935,0.45141986
E62,0.54137385
E733,0.3143193
E750,0.5689478
E2026,0.9301461
E1640,0.44068074
E940,0.7152532
E2779,0.8798958
E790,0.42771316
E307,0.8516398
E2183,0.4363987
E2657,0.8615028
E3110,0.8710416
E1597,0.9058652
E812,0.85993946
E1057,0.7835319
E1485,0.47784275
E1268,0.52737445
E2117,0.21114728
E262,0.48400286
E2130,0.7006183
E947,0.36326256
E2240,0.86427456
E1605,0.52711093
E2854,0.4168327
E279,0.41598246
E1242,0.600754
E2506,0.4027001
E1967,0.59523815
E2303,0.92216796
E697,0.36826086
E2592,0.48467228
E2821,0.36652005
E805,0.385491
E1822,0.50151277
E2936,0.6219987
E2909,0.39562622
E450,0.9037252
E2092,0.5420821
E1733,0.31809637
E2121,0.8242294
