2,786
2,2242
2,2657
2,822
4,2316
6,282
6,1462
10,2747
13,602
13,847
13,225
14,1695
14,2959
14,1410
15,1950
16,3171
16,2888
16,2658
16,2524
17,1962
18,1335
18,2763
20,3253
22,3165
22,2525
23,2466
23,1130
26,764
27,1999
27,2485
29,2044
30,2624
30,1145
30,2201
31,31
32,1311
32,3081
32,1315
32,2813
33,1774
33,2632
33,527
33,2974
33,1351
33,2426
34,647
34,1299
35,2614
38,1675
38,1271
38,2420
38,2490
42,2459
45,1965
45,2418
45,2181
46,567
47,630
48,1162
48,3251
50,1719
51,834
51,3303
51,1486
51,235
52,2510
53,584
53,1692
56,2616
56,948
57,2446
59,1281
59,515
60,643
61,1765
63,3254
64,1031
65,3287
65,1174
65,1513
65,1070
65,335
67,1051
68,937
69,150
69,2030
71,1047
72,2559
73,1972
73,1154
74,2117
74,16
75,2579
76,1107
78,425
78,1746
78,507
79,1177
79,2598
80,436
81,2212
81,1058
82,2046
82,1109
83,2283
85,3081
85,1750
85,2598
85,852
85,2540
85,1729
85,1514
85,1311
85,1567
86,1748
88,2307
88,2210
88,1274
88,1539
88,324
88,672
92,2196
93,134
94,2466
96,2368
99,1590
99,865
99,3040
99,634
100,2537
100,1707
101,1017
101,419
101,2176
101,2249
101,2123
101,1191
101,2016
102,1370
103,2272
103,1518
103,2422
104,1249
104,2126
105,625
105,740
106,2130
106,2996
106,634
110,1011
112,1635
113,3152
114,114
115,2036
115,740
115,1600
116,879
116,2490
118,296
119,2525
119,779
119,128
119,527
120,222
121,2477
122,122
124,2316
126,618
127,354
128,2727
129,2285
133,1027
135,2196
136,2386
136,3300
137,531
137,2680
138,173
140,1114
141,856
148,1063
149,1319
150,2201
154,1856
155,2567
156,89
157,2110
160,3006
161,3141
162,2594
165,2122
166,2973
167,1695
168,168
169,169
171,3084
171,55
171,1242
171,740
172,1141
174,3117
174,2161
174,419
176,2285
176,1063
177,2531
177,72
178,19
178,2231
178,2165
178,1765
179,179
179,1063
180,1063
180,460
180,1276
180,804
180,2870
180,1660
180,2620
180,1196
180,176
183,1770
183,2777
189,1853
189,189
190,2149
190,1097
192,2549
193,193
194,2719
195,1518
195,2500
196,2481
196,3171
201,324
201,2575
203,1145
204,2280
206,3300
207,1109
209,159
209,3297
210,340
210,1939
212,2062
212,1880
212,3020
213,30
214,2497
215,3244
219,1906
221,221
223,461
224,1051
224,2248
225,3177
225,2301
225,602
227,227
227,589
228,590
228,2605
228,369
228,1708
229,3266
231,1115
231,371
234,2491
234,462
234,2279
234,1137
235,3303
236,1538
238,1655
238,2063
238,2277
241,2466
241,3006
241,2680
242,3250
247,2813
247,2954
248,1550
250,250
253,2609
254,2598
254,643
255,895
256,3311
256,777
257,275
258,1560
258,1408
259,439
259,2018
260,2258
261,1023
261,1937
261,1892
262,2730
262,127
263,2592
263,1518
264,1145
265,245
266,1145
269,530
272,2035
278,1145
278,30
278,2201
279,3083
279,441
280,1684
281,17
281,1192
288,1524
288,1184
292,527
292,1063
294,1091
298,2884
301,2592
303,36
303,381
303,2510
304,843
305,1214
307,2974
308,3122
309,442
309,1988
309,740
310,2955
311,1063
311,2293
313,104
313,734
313,971
313,1249
314,3208
314,1111
314,30
316,1531
316,1719
317,317
317,1271
318,1145
319,1774
321,1648
325,1803
327,3111
327,1696
328,884
328,458
329,813
329,2401
329,1700
331,285
332,975
333,2679
333,774
334,2427
334,2005
334,1342
334,2110
334,491
337,340
337,1688
338,265
338,3157
341,2106
341,2262
341,2293
341,2470
341,1946
341,980
341,2182
342,2294
346,1063
347,2985
348,2946
349,2062
350,2285
350,2727
350,1063
350,3055
352,2678
355,2166
357,3017
358,2918
358,2710
358,1277
358,2396
360,2201
360,1399
363,1846
364,817
365,645
366,1803
367,914
368,3039
369,461
369,1249
370,1642
373,2300
375,340
376,1968
377,1060
377,1350
378,3199
379,634
379,1237
381,1283
382,1889
383,1238
384,1006
384,1063
385,592
386,1320
386,374
387,1199
387,2217
388,2471
388,480
388,1905
389,1063
389,2293
390,2122
391,914
391,1417
392,1359
393,2031
395,155
396,285
397,2231
398,2231
398,19
398,2633
399,2864
399,3038
400,1028
400,1636
403,2350
404,1007
405,2721
409,2813
409,476
410,150
411,1063
414,2624
414,526
415,1567
415,496
415,307
415,167
415,2381
415,2806
415,606
415,1374
415,3177
415,1492
416,200
417,936
417,706
417,1025
417,3184
418,527
418,807
420,3252
424,1249
424,2126
425,1017
425,643
426,2268
427,971
427,1249
428,1639
434,28
437,600
437,3127
437,2603
438,2241
439,1060
439,2460
439,661
439,1061
439,259
442,442
443,3129
445,2466
445,2680
445,2764
448,3131
448,2450
450,1617
451,2576
452,1731
453,2855
454,3294
459,459
460,527
461,734
465,465
468,2520
469,724
470,1843
472,1748
473,473
477,2409
477,1051
477,2248
480,285
480,643
481,2727
481,2123
482,1514
482,431
482,3053
482,2261
482,1059
482,1385
482,1496
482,2949
484,914
485,2648
486,1330
487,3024
487,418
488,1192
489,432
490,2106
490,1541
490,1946
493,1163
493,504
493,1642
493,3227
495,338
495,3096
496,167
497,407
498,890
502,2435
502,844
503,2611
504,1948
505,1663
505,2012
506,2510
506,3243
508,798
508,2404
508,1413
508,779
508,2498
508,2727
508,1063
508,1502
509,1170
510,1237
513,2326
514,2328
516,2688
517,2196
519,2684
519,1390
520,2202
523,2307
525,533
528,811
529,2257
529,1308
531,2680
532,2679
534,1063
534,2293
537,749
538,2062
542,1774
542,12
543,1827
547,1404
548,1937
548,240
549,1249
549,427
549,313
549,104
551,152
552,2624
552,30
552,1112
553,973
553,1950
554,1305
554,197
555,1436
556,2294
558,2316
559,2560
560,3048
561,876
561,562
561,2561
562,2110
563,3107
564,1260
566,566
568,2730
569,362
570,1319
571,2026
572,2680
573,2510
573,1283
573,1728
573,2705
574,137
574,531
574,1011
576,1099
577,1661
578,137
581,694
582,1799
583,1973
583,186
586,2813
586,2106
586,1889
586,1311
586,3081
587,1937
588,1735
588,2075
588,1686
588,1094
588,3076
588,1620
589,3117
590,734
592,2396
593,2680
595,2800
597,631
597,3240
599,615
599,2607
601,146
601,2955
602,285
602,167
604,1058
606,1435
606,167
607,2510
608,3010
610,1937
612,1166
616,897
618,890
619,36
619,3255
619,303
621,1617
622,2302
622,3086
623,2413
623,2897
628,1041
632,1313
632,2642
634,2196
636,3280
638,3304
640,1081
641,1145
648,1308
649,392
652,1642
655,723
656,527
656,1732
656,2727
656,2447
656,2344
657,1626
657,21
657,164
660,3151
662,2528
662,2354
663,1642
666,1700
666,813
667,2226
668,2010
668,2196
669,2336
671,2767
672,3157
673,643
674,2532
675,1421
675,2510
675,1980
675,1450
675,928
675,2680
678,2517
680,3102
680,3210
681,2578
682,3065
684,1621
685,440
685,2196
685,2946
686,1460
686,2268
689,854
690,676
690,55
691,471
696,1607
696,2293
696,752
696,1305
696,1039
696,2319
696,1815
696,1129
696,1922
696,1843
696,753
696,2727
696,1159
696,1063
697,2903
698,1876
698,2826
701,851
701,499
701,647
702,474
703,658
704,1835
707,2256
709,2645
709,2759
709,1057
709,827
710,1543
711,3123
712,2490
712,2803
712,859
712,2185
712,58
713,479
714,3292
716,716
717,1605
718,435
718,1308
719,230
720,2721
721,1313
722,213
722,629
723,3137
723,1324
723,1791
723,2774
727,701
728,1132
729,1999
729,886
730,1964
731,1145
731,1456
732,1222
732,1598
733,310
735,1145
735,209
735,3297
736,2803
737,1367
739,2946
743,1402
744,754
744,2229
745,2901
746,1249
746,424
748,342
748,2644
749,1249
749,734
749,104
751,2110
753,3055
753,2293
753,1305
753,1607
753,1922
754,1495
754,2229
755,2624
756,240
756,548
757,908
757,676
757,1783
758,2959
758,539
758,1410
759,1725
759,2052
763,3084
763,1884
763,740
764,2022
764,1932
766,766
768,354
770,2018
770,1039
770,1369
770,1305
771,1513
772,2604
775,3141
777,777
782,2640
782,3144
783,2513
783,1317
785,785
787,1145
788,1710
788,1063
789,615
790,1115
790,380
793,793
793,1084
794,1122
795,907
796,2868
797,2332
798,779
801,411
802,3160
804,545
804,2285
804,3055
804,2262
805,1607
805,2293
805,753
805,1063
805,1815
805,1305
805,2319
805,2018
805,752
805,1298
805,1039
806,2210
806,1539
808,2110
808,1238
808,1145
810,2874
812,2282
813,1700
814,741
814,275
814,1840
814,2587
814,2813
815,536
816,3217
816,2982
817,2873
818,1109
819,1271
819,2489
820,44
821,1114
822,2984
822,2011
822,786
825,527
825,516
825,1063
828,1097
828,2260
828,98
829,2301
833,295
833,3157
835,1462
836,1997
836,3199
837,3006
837,1521
837,2179
837,3300
837,731
837,2680
837,2120
838,1231
838,2734
839,1815
839,3117
839,2293
839,2285
839,2495
839,534
839,1063
842,1063
842,2498
842,60
842,1659
844,2435
846,1753
846,2344
846,1660
846,1957
846,1063
848,285
849,3117
849,779
849,527
849,807
850,850
852,3280
858,2815
858,2946
858,2372
859,2185
860,37
862,699
862,2185
862,2730
862,2030
863,2420
864,1815
864,2495
864,1106
864,1305
864,1039
864,1063
864,2727
864,2293
864,753
864,1607
869,2058
870,1696
870,2514
870,2005
873,2348
875,1191
875,3117
875,673
876,150
876,2461
876,2613
877,2490
878,1091
878,300
879,2218
879,2330
880,773
881,1890
884,458
886,2661
886,2624
887,883
887,1997
892,1048
896,1774
898,859
899,527
899,779
899,1063
899,148
899,2536
899,3055
899,2525
899,1282
900,129
900,779
900,1063
901,2473
903,412
905,1149
905,905
906,2134
908,1843
909,742
909,586
909,2266
909,1889
910,2591
910,910
910,1063
911,3181
912,3128
913,1109
914,2156
915,1794
915,2561
915,1973
916,843
917,527
917,174
919,2065
920,926
921,2396
924,3007
925,208
927,243
927,1001
928,3101
929,2342
929,226
930,2996
930,634
931,302
933,2486
934,949
934,2185
935,353
936,3184
936,1025
936,936
938,532
942,237
942,1982
943,1931
943,2344
943,527
943,656
946,2946
946,2196
947,1892
950,239
950,871
952,2072
952,740
953,764
953,1683
955,1420
956,752
956,545
956,3087
956,167
956,1567
956,1369
956,1607
956,779
956,2293
956,2285
956,1063
956,2806
956,1815
956,2344
956,534
956,643
956,460
956,2262
956,2536
956,3177
956,1276
956,804
957,2418
957,2840
958,861
959,2006
960,2704
960,2014
960,2611
960,2363
961,996
963,2393
964,1513
965,1710
965,615
966,1707
968,1063
968,2293
969,1362
969,425
969,1390
969,2598
969,507
970,2747
971,1249
971,104
972,590
972,228
972,1708
974,437
976,2544
976,1764
976,1137
984,2967
986,3041
988,424
989,989
991,901
991,1410
992,117
993,511
993,2298
994,985
995,2525
995,1063
995,1120
995,179
995,411
995,779
996,734
997,629
997,1823
998,1640
998,1937
999,2390
1000,2958
1001,498
1001,890
1003,1145
1004,524
1006,643
1006,1659
1007,2869
1007,1371
1008,278
1008,2624
1008,30
1008,2227
1009,2023
1010,2396
1011,1145
1013,2481
1013,2477
1014,734
1014,1249
1016,803
1018,2836
1018,1830
1020,772
1020,2604
1020,1020
1021,2409
1021,1216
1021,2248
1022,371
1023,1145
1023,3006
1023,137
1023,1238
1024,1987
1024,2494
1024,740
1024,2374
1024,1024
1027,1162
1027,767
1027,48
1028,1636
1029,1884
1029,985
1030,2248
1030,1051
1033,2986
1035,1145
1036,2620
1036,1298
1036,2319
1036,1418
1039,2495
1039,753
1039,1063
1039,1922
1042,1772
1043,2294
1044,2984
1045,478
1046,1814
1052,2540
1052,1695
1052,2727
1052,480
1052,14
1053,1513
1054,2380
1054,1688
1055,2435
1056,339
1056,55
1056,285
1059,852
1059,1729
1062,1058
1063,807
1066,977
1067,182
1067,2723
1068,2103
1068,1630
1070,2198
1070,1513
1070,2806
1070,3177
1070,335
1070,3287
1071,1976
1073,447
1074,225
1074,602
1074,13
1075,1617
1077,1108
1077,1545
1078,1381
1082,2031
1083,2466
1083,410
1083,94
1085,2986
1085,1185
1087,3200
1088,1303
1089,1899
1089,2541
1089,3209
1091,643
1093,2510
1093,3243
1094,1828
1095,1095
1096,1106
1096,957
1096,2418
1096,1383
1098,2012
1100,2000
1101,411
1101,527
1101,2727
1101,779
1101,1488
1103,1768
1103,1970
1103,1927
1103,3162
1103,2935
1104,2587
1104,1800
1105,3006
1110,890
1113,913
1118,3141
1119,3210
1120,1063
1121,1920
1121,1554
1123,1431
1123,2619
1124,1112
1124,2624
1124,30
1125,1107
1127,205
1128,3165
1128,1063
1130,2201
1131,3041
1131,2721
1134,185
1137,2544
1138,3208
1139,1721
1139,196
1140,932
1142,2306
1143,1143
1144,2563
1144,651
1144,2611
1144,2704
1146,2234
1146,1016
1146,580
1146,1710
1146,1975
1148,1629
1150,2385
1150,1857
1150,777
1151,3039
1152,2697
1153,3065
1154,153
1155,1201
1156,2631
1158,148
1158,1063
1158,2525
1158,527
1158,411
1158,2910
1158,418
1159,1305
1160,973
1160,1950
1161,2529
1163,1665
1164,1319
1164,3223
1165,1614
1166,2587
1167,1145
1169,3097
1170,2680
1170,3006
1170,137
1172,1563
1172,3140
1175,904
1175,2881
1175,3111
1175,1167
1175,2110
1178,1764
1179,3084
1179,1884
1181,2035
1181,1400
1181,2074
1181,2310
1181,872
1181,2946
1182,188
1183,2286
1186,2078
1187,2966
1187,3085
1189,1099
1191,643
1193,1559
1194,671
1195,1394
1197,699
1197,2102
1197,2201
1197,862
1197,2030
1201,1043
1201,2644
1201,2333
1201,540
1201,2294
1202,983
1203,1123
1204,2390
1205,1205
1206,2928
1206,2615
1206,896
1206,3117
1207,2496
1210,1358
1211,1211
1212,1145
1213,1554
1215,1974
1215,1474
1215,2036
1216,2409
1216,160
1216,477
1216,1021
1216,1216
1217,340
1218,1145
1221,2419
1223,3290
1224,463
1225,153
1226,2498
1226,179
1226,1063
1226,101
1226,1933
1226,2344
1228,1257
1228,2106
1228,1946
1229,2785
1229,1222
1230,1013
1230,3122
1231,2293
1231,1063
1233,2624
1235,693
1236,2787
1238,2226
1238,2589
1242,226
1242,55
1242,1060
1244,1244
1244,1117
1245,472
1246,777
1247,2791
1248,474
1249,1249
1249,734
1249,2126
1253,687
1253,3282
1255,1839
1255,645
1255,365
1256,1256
1257,2813
1257,2106
1257,2187
1257,1946
1257,1410
1259,1259
1260,1744
1261,1563
1261,3140
1261,2351
1262,2750
1262,196
1262,3221
1263,2762
1264,2831
1265,2551
1265,2316
1266,2825
1266,1335
1266,2763
1266,777
1266,886
1266,1008
1267,1305
1267,1369
1267,1577
1268,9
1268,1268
1269,1554
1269,1535
1270,2900
1271,2022
1271,108
1275,1097
1276,2293
1278,1627
1281,515
1282,3117
1282,527
1282,2525
1282,899
1282,2285
1282,1063
1282,3055
1282,779
1282,2498
1284,1284
1285,533
1286,1090
1286,3254
1287,1063
1289,546
1290,1344
1290,1382
1291,2104
1291,2539
1292,2441
1293,228
1294,479
1294,1136
1296,2704
1296,2563
1297,2634
1298,1607
1298,1922
1298,1582
1298,3055
1298,2727
1298,2319
1299,647
1300,511
1300,2298
1301,1465
1301,3045
1301,2526
1302,1553
1303,1918
1305,752
1305,1843
1306,2684
1306,807
1306,779
1307,419
1307,2249
1307,174
1307,673
1311,2598
1312,3043
1312,596
1314,1700
1314,2798
1315,814
1316,2293
1316,2285
1316,3055
1317,411
1318,1318
1319,3223
1325,2887
1325,1056
1327,832
1328,2973
1328,3062
1328,166
1329,734
1330,2656
1331,2744
1332,1399
1334,243
1334,1699
1334,2481
1334,1001
1336,412
1336,2260
1338,2727
1340,2151
1341,673
1341,1191
1343,1343
1343,444
1344,2463
1344,1382
1344,1727
1345,1063
1345,1231
1346,526
1346,2532
1346,295
1347,2946
1350,2954
1351,3116
1352,2679
1353,1145
1354,857
1354,3027
1354,2967
1355,3043
1356,493
1356,1049
1357,1137
1357,976
1361,2035
1361,2647
1363,2399
1365,841
1365,2645
1365,1561
1366,673
1366,1191
1368,293
1369,2495
1369,1231
1369,1815
1369,1305
1372,683
1372,1145
1372,1313
1372,2462
1372,3107
1372,1794
1372,2398
1372,3124
1372,721
1373,1373
1374,2381
1374,1492
1375,721
1375,1372
1377,1919
1377,615
1377,2607
1378,1748
1379,1379
1379,442
1379,446
1383,2181
1383,2418
1384,340
1386,446
1386,579
1386,679
1386,1379
1387,2413
1387,1133
1387,252
1389,1417
1390,1390
1392,2110
1393,3098
1393,2110
1393,2514
1393,1696
1398,2038
1399,2376
1401,1131
1403,1403
1404,547
1404,2615
1405,1809
1405,934
1406,2462
1406,1313
1406,3124
1406,721
1406,1544
1406,39
1408,258
1411,3041
1412,3105
1413,2285
1413,798
1415,1770
1416,1757
1416,2151
1416,2800
1416,3141
1416,2196
1418,1922
1418,2293
1418,753
1418,1815
1418,1039
1418,2495
1418,1607
1419,1231
1420,955
1422,277
1422,2008
1422,322
1422,2244
1423,1050
1423,2196
1423,2194
1423,634
1424,1972
1425,196
1426,504
1429,1154
1430,2061
1430,1757
1432,2510
1432,1756
1433,1145
1433,1035
1434,2803
1434,2490
1434,859
1438,2183
1439,1833
1443,167
1443,1695
1443,606
1444,2689
1446,1076
1447,2986
1448,1677
1451,1451
1452,1592
1453,87
1453,232
1455,1526
